ids,artists,mediums,titles,descriptions,urls
ger_620,"Lucas Cranach, the Elder",Woodcut in black on ivory laid paper,The Second Tournament with a Tapestry Showing Samson and the Lion,,https://www.artic.edu/artworks/4047/the-second-tournament-with-a-tapestry-showing-samson-and-the-lion
ger_621,Erich Heckel,"Gouache on cream laid paper, prepared with a white ground",Self-Portrait,,https://www.artic.edu/artworks/7081/self-portrait
ger_622,Max Klinger,"Etching, aquatint and burnishing in black ink on ivory wove paper","Night, from On Death Part I",,https://www.artic.edu/artworks/193826/night-from-on-death-part-i
ger_623,Master M.Z.,Engraving on ivory laid paper,The Ball,,https://www.artic.edu/artworks/15460/the-ball
ger_624,Master of the Strache Altar,Engraving in black on buff laid paper,The Temptation of Christ,,https://www.artic.edu/artworks/86264/the-temptation-of-christ
ger_625,Albrecht Dürer,Woodcut in black on ivory laid paper,Celestial Map of the Northern Sky (Imagines coeli septentrionalis),"Maps of the heavens and earth were one of the first printed instruments to be turned into three-dimensional objects—as globes. These began with functional two-dimensional diagrams that were cut out in elongated globe-gore strips and pasted onto spheres. While Dürer’s maps of the northern and southern skies were not meant to be mounted in this way, they were copied hundreds of times for this purpose. Produced as a presentation gift along with a view of the terrestrial globe for a humanist advisor to Emperor Maximilian, the dual view depicts the heavens as if the viewer were observing them from space.",https://www.artic.edu/artworks/106550/celestial-map-of-the-northern-sky-imagines-coeli-septentrionalis
ger_626,Albrecht Dürer,Engraving in black on ivory laid paper,"Agony in the Garden, from the Engraved Passion",,https://www.artic.edu/artworks/4447/agony-in-the-garden-from-the-engraved-passion
ger_627,Hans Sebald Beham,Woodcut from four blocks on ivory laid paper,The Large Village Fair,,https://www.artic.edu/artworks/27884/the-large-village-fair
ger_628,Albrecht Altdorfer,Engraving in black on ivory laid paper,The Virgin and Child with Saint Anne at the Cradle,,https://www.artic.edu/artworks/8132/the-virgin-and-child-with-saint-anne-at-the-cradle
ger_629,Albrecht Dürer,Etching in black on ivory laid paper,Agony in the Garden,,https://www.artic.edu/artworks/28221/agony-in-the-garden
ger_630,Emil Nolde,Etching and aquatint on white wove paper,"Nude Standing, Front View",,https://www.artic.edu/artworks/3292/nude-standing-front-view
ger_631,Paul Klee,Drypoint from celluoid plate on ivory wove paper,Railway Station,,https://www.artic.edu/artworks/83834/railway-station
ger_632,Max Beckmann,Drypoint on paper,At the Hotel (The Dollar),,https://www.artic.edu/artworks/34574/at-the-hotel-the-dollar
ger_633,Gerhard Richter,Offset lithograph on paper,9 Objects,"Gerhard Richter’s continued interest in subtly pointing out the artifice and subjectivity of photographic images is clearly communicated in this print made to resemble a photographic reproduction. This image, one of a suite of nine, depicts a geometric structure fabricated out of recognizable materials. The lithograph’s photographic quality, the constructed nature of the object, and its placement in defined spaces amidst familiar surroundings imbue the representation with a deceptive truthfulness. However, given the implausibility of the object’s shapes, the illusory reality it conveys creates a trompe-l’oeil, or trick of the eye, effect.",https://www.artic.edu/artworks/147079/9-objects
ger_634,,"Steel, brass, and leather",Mitten Gauntlet for the Left Hand,,https://www.artic.edu/artworks/116607/mitten-gauntlet-for-the-left-hand
ger_635,Ernst Ludwig Kirchner,"Woodcut printed in black through rubbing, on white wove paper",Three Paths,,https://www.artic.edu/artworks/62186/three-paths
ger_636,Michel Wolgemut,Woodcut on ivory laid paper,"The Virtues of Christ and the Wickedness of His Enemies Symbolized by Diverse Birds and Beasts (verso); The Last Supper (recto), pages 66 and 65 from the Treasury (Schatzbehalter)","This curious allegory of Christ shows him in a wood surrounded by a wide variety of creatures embodying his virtues and the vices of his enemies. At his feet appear his foes—as a lion, bear, dog, fox, wolf and unicorn—while his intrinsic goodness causes an elephant, lamb, dove, pelican, eagle and owl, among other birds to emerge from behind his halo.",https://www.artic.edu/artworks/23397/the-virtues-of-christ-and-the-wickedness-of-his-enemies-symbolized-by-diverse-birds-and-beasts-verso-the-last-supper-recto-pages-66-and-65-from-the-treasury-schatzbehalter
ger_637,August Sander,Gelatin silver print,"Brücke der Reichsautobahn, Neandertal",,https://www.artic.edu/artworks/103169/brucke-der-reichsautobahn-neandertal
ger_638,Master M.Z.,Engraving in black on ivory laid paper,Memento Mori,,https://www.artic.edu/artworks/23992/memento-mori
ger_639,Heinrich Vogeler,Etching on tan wove paper,Spring,,https://www.artic.edu/artworks/158016/spring
ger_640,Hanns Lautensack,Etching on paper,Portrait of Georg Roggenbach,,https://www.artic.edu/artworks/3068/portrait-of-georg-roggenbach
ger_641,Käthe Kollwitz,"Etching, aquatint, and soft ground with graphite and brush and black and gray ink, with white gouach, on paper",Raped,,https://www.artic.edu/artworks/90042/raped
ger_642,Hans Sebald Beham,Engraving in black on ivory laid paper,Buffoon and Two Bathing Women,,https://www.artic.edu/artworks/79010/buffoon-and-two-bathing-women
ger_643,Emil Nolde,Watercolor and gouache on white wove paper,Landscape,,https://www.artic.edu/artworks/183017/landscape
ger_644,Wolfgang Tillmans,"Chromogenic print, from an edition of 10 + 1AP",Andy on Baker Street,,https://www.artic.edu/artworks/181110/andy-on-baker-street
ger_645,,"Steel, copper alloy, leather, and wood",Double-Barrel Wheellock Pistol,,https://www.artic.edu/artworks/116521/double-barrel-wheellock-pistol
ger_646,Konrad Lueg,Screenprint on white wove paper,"Babies, from Capitalist Realism",,https://www.artic.edu/artworks/116584/babies-from-capitalist-realism
ger_647,Martin Schongauer,Engraving on paper,"St. Anthony, from Apostles",,https://www.artic.edu/artworks/3916/st-anthony-from-apostles
ger_648,Albrecht Dürer,Engraving in black on ivory laid paper,Coat of Arms with a Skull,,https://www.artic.edu/artworks/28227/coat-of-arms-with-a-skull
ger_649,Lucas Kilian,"Engraving on ivory laid paper (discolored to buff), cut, with etching on ivory laid paper components, laid down on letterpress printed ivory laid paper, and mounted onto cream wove paper","First Vision, from Mirrors of the Microcosm","This trio (1944.461, 1944.462, and 1944.521) of engraved, etched, and letterpress-printed anatomical broadsheets by the Augsburg artist Lucas Kilian boast over a hundred superimposed organ flaps. The viewer could dissect its male and female corpses as an educational medical exercise or purely out of morbid curiosity. The first sheet, or Vision, boasts male and female flap figures after Dürer’s 1504 Adam and Eve engraving. The second and third Visions display larger-scale images of Adam and Eve respectively, each standing on a skull with its own flaps. The medical doctor Johann Remmelin, who designed these flap prints as a student, coyly denied responsibility for the 1613 edition until the single-sheet prints appeared to be selling. Then he blessed the reuse of his “unripe fruit” as book illustrations.Perhaps uniquely for flap prints of this era, eighteenth-century restrikes from the plates for the 1619 second state are known. These show how tightly Kilian organized the interior flaps for printing. The etched organ flaps were cut out and pasted on the backs of the main engraved images, which were cut open, forming yet more flaps. Each constructed impression has survived in a different arrangement and bears signs of viewer interaction. The series elicited strong reactions due to its heady mix of allegorical iconography and Vesalian anatomy, made ever more potent by the removable organs and naked flesh. Indeed, an unidentified brown substance was applied to Eve’s genital area under two sets of modesty flaps—an unusual gesture of censorship, or perhaps prayer for offspring.",https://www.artic.edu/artworks/51195/first-vision-from-mirrors-of-the-microcosm
ger_650,Max Liebermann,Etching on cream laid paper,Beer Garden in Rosenheim,,https://www.artic.edu/artworks/151512/beer-garden-in-rosenheim
ger_651,Gerhard Richter,Offset lithograph on paper,9 Objects,"Gerhard Richter’s continued interest in subtly pointing out the artifice and subjectivity of photographic images is clearly communicated in this print made to resemble a photographic reproduction. This image, one of a suite of nine, depicts a geometric structure fabricated out of recognizable materials. The lithograph’s photographic quality, the constructed nature of the object, and its placement in defined spaces amidst familiar surroundings imbue the representation with a deceptive truthfulness. However, given the implausibility of the object’s shapes, the illusory reality it conveys creates a trompe-l’oeil, or trick of the eye, effect.",https://www.artic.edu/artworks/147074/9-objects
ger_652,Hans Bellmer,"Graphite, heightened with white gouache, on tan wove paper","Head of Max Ernst, Inferno",,https://www.artic.edu/artworks/59831/head-of-max-ernst-inferno
ger_653,Albrecht Dürer,Engraving in black on ivory laid paper,The Temptation of the Idler (The Dream of the Doctor),"The German proverb “Idleness is the Devil’s pillow” is the subject of this print. While the doctor is asleep at the stove, the devil blows wicked ideas in his ear, which take the form of a naked woman.Born in Nuremberg, the print center of Europe, Albrecht Dürer sought out the work of master engravers to deepen his knowledge, including Martin Schongauer and the Master of the Housebook, whose prints are displayed nearby (1938.1825 and 1958.299). In this work, Dürer surpasses his predecessors in his acute ability to render distinct surface textures of wood, cloth, and flesh. The off-axis contrapposto position of the nude echoes the Italianate figures Dürer studied in his 1494 trip to Venice.",https://www.artic.edu/artworks/43233/the-temptation-of-the-idler-the-dream-of-the-doctor
ger_654,Martin Schongauer,Engraving on paper,Shield with a Griffin’s Foot and Shield with a Cock Held by a Moor,,https://www.artic.edu/artworks/4008/shield-with-a-griffin-s-foot-and-shield-with-a-cock-held-by-a-moor
ger_655,"Israhel van Meckenem, the younger",Engraving in black on cream laid paper,The Children’s Bath,"Albrecht Dürer and Sebald Beham likely knew Israhel van Meckenem’s earlier genre scene of seven children bathing, misbehaving, and playing around a large wooden tub, supervised by a bathmaid. Those artists’ related prints (Dürer’s The Men’s Bath, 2009.133 and Beham’s The Women’s Bath, 2010.518) take place in outdoor male and indoor female baths, respectively. All three celebrate different aspects of bathing culture, a relatively infrequent activity during the Renaissance. Though it has not been annotated in this impression, the empty, winding banner above Meckenem’s Children’s Bath offers the viewer a space to interact with the image as playfully as the splashing and roughhousing boys themselves.",https://www.artic.edu/artworks/3789/the-children-s-bath
